km_ruta,log_km,vel_max,vel_prom,t_est_min,hora_inicio,dia_semana_num,es_fin_semana,mes,n_paradas,densidad_paradas,ruta_Cibao-Norte,ruta_Cibao-Sur,ruta_Este-Turístico,ruta_La-Romana,ruta_Nordeste,ruta_Norte,ruta_Otras,ruta_SD-Centro,ruta_SD-Este,ruta_SD-Norte,ruta_SD-Oeste,ruta_Santiago,ruta_Sur,franja_horaria_NOCHE,franja_horaria_TARDE
21.832431,3.128181938,80,43.7,27,5,3,0,1,1,0.0458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.75324,2.931366537,74,21.3,44,10,1,0,12,1,0.0563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27.743197,3.358401113,87,50.4,41,12,5,1,1,1,0.036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29.66679,3.42318031,80,28.3,33,11,5,1,3,1,0.0337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.300277,1.840593601,73,24.5,17,12,5,1,2,1,0.1887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
200.998187,5.308258722,88,64.5,185,1,5,1,5,1,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.434962,2.345161899,60,12.0,39,7,0,0,9,1,0.106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.314698,1.989885749,91,22.3,35,13,0,0,8,1,0.1584,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8.26355,2.226087345,71,38.1,37,7,5,1,4,1,0.121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103.996507,4.653927083,84,46.6,136,9,2,0,12,1,0.0096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.788589,3.210383426,55,29.1,102,6,5,1,3,1,0.042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.624335,2.453100746,52,16.8,40,12,2,0,3,1,0.0941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.877969,2.989612033,89,33.3,37,11,0,0,6,1,0.053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.596356,3.117788654,75,23.1,54,7,3,0,6,1,0.0463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.154253,3.098029487,70,32.5,38,11,1,0,8,1,0.0473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127.50709,4.855984078,87,63.2,126,2,4,0,9,1,0.0078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.069188,2.948073839,87,37.4,33,12,1,0,7,1,0.0553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.132218,3.050798795,75,34.5,44,16,4,0,1,1,0.0497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19.774733,3.033737489,72,32.1,135,10,1,0,8,1,0.0506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.676205,2.45755301,68,16.9,27,6,0,0,2,1,0.0937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194.239475,5.274226882,96,71.9,161,6,2,0,9,1,0.0051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.641513,1.893339799,50,21.2,37,15,4,0,4,1,0.1773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.015976,3.04528291,77,38.7,51,11,2,0,7,1,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.987073,3.257599222,65,23.4,75,8,4,0,2,1,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.81422,1.919011605,46,21.8,16,20,0,0,6,1,0.172,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.732306,2.167029482,61,29.0,139,5,2,0,11,1,0.1293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.739013,2.462917739,62,28.0,28,20,0,0,8,1,0.0931,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21.566524,3.116467569,79,43.1,27,5,2,0,2,1,0.0464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.688497,2.540695835,82,41.3,32,12,1,0,8,1,0.0856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29.658654,3.422914972,72,29.2,27,14,1,0,1,1,0.0337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
103.625456,4.650386887,114,73.1,33,13,4,0,6,1,0.0097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
135.8159,4.918636227,114,66.3,137,9,3,0,8,1,0.0074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.734804,3.778144215,74,37.7,166,10,4,0,5,1,0.0234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142.207979,4.964297972,89,62.7,118,2,6,1,10,1,0.007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.653462,2.455603303,63,14.2,26,7,4,0,5,1,0.0939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.451498,3.111357338,84,46.0,27,5,3,0,1,1,0.0466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.220328,2.78626527,63,17.9,26,12,5,1,8,1,0.0657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
200.925883,5.307900714,94,65.5,167,1,3,0,7,1,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.152032,1.816782434,57,28.1,57,22,4,0,10,1,0.1941,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
206.782201,5.336490421,97,63.6,137,6,3,0,10,1,0.0048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.069619,2.644017792,51,17.4,43,18,0,0,8,1,0.0765,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12.014946,2.566098389,83,27.7,30,21,3,0,6,1,0.0832,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11.091497,2.492502478,66,33.3,63,7,0,0,5,1,0.0902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207.973085,5.342205464,123,78.0,147,1,1,0,10,1,0.0048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26.807318,3.325299223,69,29.8,32,14,3,0,8,1,0.0373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9.36498,2.338432816,62,20.8,36,8,1,0,4,1,0.1068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.019559,2.081883433,53,18.3,27,8,4,0,3,1,0.1425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143.603895,4.973998246,97,60.7,106,7,3,0,10,1,0.007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64.186861,4.17725793,104,63.1,105,12,5,1,2,1,0.0156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27.506517,3.350132728,73,39.3,132,8,5,1,4,1,0.0364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70.661863,4.271958709,93,69.5,46,8,6,1,5,1,0.0142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217.281357,5.385784859,108,57.4,134,6,1,0,12,1,0.0046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68.617748,4.243019535,90,61.4,75,6,2,0,7,1,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.038804,2.946479212,51,27.1,42,20,4,0,6,1,0.0554,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.211658,3.054550936,83,33.7,43,14,1,0,12,1,0.0495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
98.979531,4.604965475,84,49.1,64,2,2,0,5,1,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.79234,4.954363593,105,62.6,45,15,3,0,10,1,0.0071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.339575,2.42829882,77,41.4,27,12,2,0,2,1,0.0967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
201.096314,5.308744386,107,75.4,152,1,0,0,1,1,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24.28201,3.230093076,71,20.2,55,16,2,0,7,1,0.0412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70.212881,4.265673715,105,44.3,63,11,5,1,7,1,0.0142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169.425506,5.138298286,90,50.6,134,7,6,1,3,1,0.0059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50.378013,3.939210318,122,59.3,137,7,4,0,10,1,0.0198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.571574,3.116691327,84,43.1,28,5,1,0,12,1,0.0464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.416944,3.815885251,76,23.4,102,15,4,0,1,1,0.0225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.000333,2.564974973,71,21.8,28,18,6,1,1,1,0.0833,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.715953,2.542857347,75,28.1,27,20,0,0,10,1,0.0854,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8.805659,2.282959668,78,40.6,33,6,0,0,8,1,0.1136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.301139,1.840730411,62,39.8,32,2,6,1,5,1,0.1886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.653688,2.267340019,42,20.0,23,15,2,0,7,1,0.1156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
146.086466,4.991020618,104,66.4,172,1,6,1,1,1,0.0068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.64754,3.120051237,75,31.7,29,11,0,0,5,1,0.0462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163.685524,5.10403774,95,58.5,16,6,5,1,6,1,0.0061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.204913,2.219737363,73,30.8,32,7,5,1,10,1,0.1219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31.231182,3.472934369,72,28.0,54,19,0,0,12,1,0.032,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
149.874198,5.016446364,91,61.6,152,4,3,0,5,1,0.0067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11.283418,2.508250223,79,25.1,65,10,0,0,5,1,0.0886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123.130843,4.821336195,108,60.6,136,6,0,0,11,1,0.0081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153.691296,5.041431492,89,54.9,140,2,5,1,12,1,0.0065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130.873942,4.881846481,102,62.3,85,14,5,1,1,1,0.0076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153.388128,5.039469743,92,52.9,134,6,1,0,11,1,0.0065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15.122882,2.780239505,62,25.9,105,11,3,0,1,1,0.0661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213.176737,5.366801548,93,63.3,137,6,5,1,10,1,0.0047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83.832899,4.440683427,89,51.9,70,14,1,0,6,1,0.0119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.550182,1.879492836,51,13.3,48,18,3,0,10,1,0.1802,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6.529924,2.018884949,60,26.1,39,11,4,0,3,1,0.1531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152.190093,5.031679588,109,71.3,128,1,0,0,10,1,0.0066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176.262593,5.177632209,90,54.0,153,6,4,0,2,1,0.0057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.890883,2.387926017,22,150.0,49,18,3,0,11,1,0.1011,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
187.105797,5.237004555,91,71.5,160,7,2,0,9,1,0.0053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.508176,2.352153621,56,17.8,43,16,4,0,6,1,0.1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10.46574,2.439363458,64,28.5,48,13,1,0,11,1,0.0955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5.728694,1.906381068,74,28.6,22,22,1,0,5,1,0.1746,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
154.766385,5.048357353,118,59.1,329,6,5,1,11,1,0.0065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.234573,2.222954375,67,14.5,32,8,0,0,8,1,0.1214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.222349,2.324576402,71,30.7,44,5,4,0,5,1,0.1084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93.853272,4.552331192,95,63.3,88,6,1,0,9,1,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.947163,1.938333375,55,15.5,137,11,4,0,1,1,0.1681,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.703087,3.284779177,54,24.9,58,20,0,0,8,1,0.0389,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18.677483,2.979474987,66,17.2,31,7,4,0,12,1,0.0535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232.516232,5.453251591,125,78.4,111,6,3,0,8,1,0.0043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127.801173,4.858269921,92,59.9,143,1,3,0,11,1,0.0078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.919283,3.608733989,88,37.8,32,13,1,0,8,1,0.0278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22.355498,3.150832417,48,18.6,55,19,2,0,2,1,0.0447,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
127.736222,4.85776552,100,69.0,123,2,3,0,7,1,0.0078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.248055,3.188336408,79,34.9,43,10,3,0,2,1,0.043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148.108326,5.004673062,93,58.9,166,2,5,1,2,1,0.0068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.731877,2.462309667,54,24.8,29,10,2,0,9,1,0.0932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225.759387,5.423889486,96,63.9,90,19,3,0,1,1,0.0044,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9.234143,2.325729483,69,29.2,29,13,5,1,11,1,0.1083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
186.604959,5.23433847,90,62.5,153,11,5,1,2,1,0.0054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31.337193,3.476218054,77,30.3,103,7,4,0,3,1,0.0319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.392754,2.341108833,62,17.1,101,7,4,0,5,1,0.1065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31.271615,3.474188051,79,53.6,152,6,1,0,11,1,0.032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170.951532,5.147212646,93,55.1,162,7,5,1,5,1,0.0058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138.278986,4.936479015,96,53.9,153,7,3,0,2,1,0.0072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.159292,3.052079147,82,26.9,38,7,2,0,8,1,0.0496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234.545045,5.461902169,85,58.4,135,7,3,0,12,1,0.0043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154.102823,5.044088271,97,61.2,142,3,4,0,10,1,0.0065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110.682842,4.715663086,86,60.9,156,8,1,0,12,1,0.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205.811801,5.331809206,115,60.8,134,7,4,0,7,1,0.0049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
149.155737,5.011673002,100,52.3,92,6,5,1,2,1,0.0067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81.864506,4.417206816,93,53.4,161,8,1,0,9,1,0.0122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109.207203,4.702362258,102,66.2,141,7,0,0,6,1,0.0092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.889797,2.475680637,69,34.4,35,5,1,0,8,1,0.0918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201.674122,5.311599379,94,64.7,168,2,5,1,2,1,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.36764,2.338689417,55,17.6,77,7,0,0,6,1,0.1068,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
171.518068,5.150501973,98,58.5,157,6,4,0,10,1,0.0058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194.157281,5.273805803,86,66.6,156,7,2,0,11,1,0.0052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.092384,2.838632984,68,26.8,28,19,1,0,2,1,0.0621,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
148.327755,5.006143588,98,51.1,154,9,2,0,2,1,0.0067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.199988,2.954909654,73,19.2,44,9,1,0,12,1,0.0549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.064306,2.403724251,86,35.5,26,12,2,0,2,1,0.0994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28.012832,3.367738215,89,50.9,27,5,0,0,1,1,0.0357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.501553,2.602804716,85,53.6,28,7,0,0,11,1,0.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.361016,2.338050302,62,15.6,35,7,2,0,7,1,0.1068,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.31221,2.851412033,57,26.5,55,16,6,1,11,1,0.0613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
201.145925,5.308989838,111,65.9,152,1,4,0,1,1,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.73534,2.544380806,72,29.3,27,20,1,0,11,1,0.0852,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8.744459,2.276698816,55,21.0,56,21,5,1,11,1,0.1144,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.281056,2.508057913,80,28.2,28,21,3,0,7,1,0.0886,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.731013,2.544040985,79,28.2,28,20,1,0,2,1,0.0852,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
152.20551,5.031780223,101,69.7,129,1,2,0,1,1,0.0066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22.738127,3.16708249,73,15.3,47,6,1,0,9,1,0.044,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.940552,2.392476253,60,14.9,31,17,4,0,9,1,0.1006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27.22752,3.340297389,71,41.9,154,11,2,0,1,1,0.0367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.430834,3.154052847,82,39.6,28,5,3,0,12,1,0.0446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.544193,2.44618254,59,21.8,29,22,4,0,7,1,0.0948,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15.163116,2.782731856,55,21.2,43,10,1,0,2,1,0.0659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.713007,2.042908125,57,23.7,44,11,5,1,12,1,0.149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.930621,3.216096807,51,20.5,55,20,3,0,2,1,0.0418,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.953252,2.073580902,44,18.1,27,8,0,0,2,1,0.1438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.364522,2.664761417,77,25.9,71,15,3,0,7,1,0.0748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
150.093225,5.01789703,108,60.8,177,7,0,0,6,1,0.0067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.508511,1.873110705,37,22.0,57,22,4,0,6,1,0.1815,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
122.87923,4.819307139,106,61.4,34,18,4,0,6,1,0.0081,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
193.65619,5.271234874,92,66.4,167,6,2,0,6,1,0.0052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.66089,2.158817489,45,18.4,53,17,2,0,7,1,0.1305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
218.445014,5.391101695,90,56.3,136,6,4,0,1,1,0.0046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.013952,3.258633009,68,27.3,57,20,1,0,6,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6.824626,2.05727594,78,34.1,87,10,3,0,6,1,0.1465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.515251,3.114192902,80,43.0,28,5,1,0,12,1,0.0465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120.485359,4.799793753,87,55.6,112,2,0,0,9,1,0.0083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.487966,1.869949076,54,25.3,36,11,0,0,4,1,0.1822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.646994,3.454643168,80,23.0,114,5,3,0,12,1,0.0326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86.503489,4.471678667,121,77.5,135,7,6,1,1,1,0.0116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.572811,1.882941595,67,25.7,28,21,4,0,8,1,0.1794,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19.555288,3.023118231,73,24.4,45,15,2,0,12,1,0.0511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15.804431,2.821642602,49,15.8,33,19,4,0,3,1,0.0633,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21.601282,3.11800663,76,33.2,28,11,2,0,6,1,0.0463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148.231911,5.005501546,109,62.2,166,1,6,1,3,1,0.0067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84.311103,4.44630461,92,50.1,164,8,4,0,8,1,0.0119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.421392,3.447488935,74,26.8,57,19,5,1,10,1,0.0329,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21.570001,3.116621635,82,43.1,48,7,5,1,9,1,0.0464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.525236,2.018262172,39,17.0,53,18,1,0,3,1,0.1533,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11.899901,2.557219637,35,14.9,32,18,0,0,6,1,0.084,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.597429,3.280814557,60,27.4,57,21,0,0,9,1,0.0391,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.96616,1.94106414,70,23.9,44,11,3,0,12,1,0.1676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.97798,1.942759477,51,23.9,30,21,5,1,6,1,0.1673,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10.753592,2.464158896,68,26.9,32,20,0,0,6,1,0.093,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
166.714053,5.122260464,99,66.7,160,3,4,0,4,1,0.006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187.262509,5.237837313,91,71.1,161,6,1,0,9,1,0.0053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121.28385,4.806344982,90,48.8,84,12,5,1,3,1,0.0082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
89.344849,4.503634004,77,38.6,42,13,4,0,8,1,0.0112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
228.495149,5.435881892,110,66.6,136,7,2,0,9,1,0.0044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148.657227,5.008347526,99,58.7,134,6,0,0,12,1,0.0067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.508716,2.443104661,85,42.0,27,11,0,0,2,1,0.0952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.439121,3.274844769,57,27.8,40,19,1,0,4,1,0.0393,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27.002196,3.332282936,72,33.8,28,5,2,0,10,1,0.037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.233615,1.978738911,76,22.0,27,21,3,0,8,1,0.1604,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15.026926,2.774270183,74,32.2,27,13,4,0,1,1,0.0665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11.010879,2.485812822,66,28.7,136,7,5,1,2,1,0.0908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.310447,2.66098983,49,20.5,39,18,0,0,7,1,0.0751,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
149.467962,5.013750184,90,58.6,151,2,5,1,5,1,0.0067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.561389,2.257733009,87,32.1,39,6,3,0,6,1,0.1168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.271612,2.226957259,58,11.5,32,7,4,0,9,1,0.1209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127.465894,4.855663453,93,67.1,133,2,1,0,9,1,0.0078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59.728821,4.106418396,102,59.7,68,6,1,0,8,1,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.235823,1.830310567,46,19.6,28,12,1,0,11,1,0.191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
161.722318,5.092045178,105,48.0,45,13,4,0,6,1,0.0062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22.914341,3.174478321,61,25.0,30,11,0,0,12,1,0.0436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132.700588,4.895602882,81,48.8,108,6,2,0,4,1,0.0075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102.066067,4.63537021,97,56.2,159,8,1,0,7,1,0.0098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.432567,2.00587129,57,17.5,30,13,4,0,6,1,0.1555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.285128,1.838186208,65,39.6,19,12,3,0,1,1,0.1892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.659135,3.319956053,54,25.0,55,16,5,1,8,1,0.0375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199.308521,5.299858783,86,65.0,164,1,5,1,9,1,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37.477846,3.650082647,63,26.8,67,20,0,0,10,1,0.0267,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74.711912,4.326935506,93,65.9,171,12,4,0,10,1,0.0134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.381992,2.126085595,78,40.3,27,11,4,0,2,1,0.1355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119.107968,4.788391072,87,52.2,109,2,0,0,7,1,0.0084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133.499308,4.901559054,97,70.9,29,15,3,0,8,1,0.0075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16.431815,2.858296985,89,39.4,27,5,2,0,1,1,0.0609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.583824,2.974703919,78,24.2,31,10,3,0,8,1,0.0538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10.367028,2.430716884,81,31.1,25,12,4,0,12,1,0.0965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
